57610.0, {'1863241632': 0, '2330725114': 71.0, '243351999': 145.0, '243641585': 520.0, '243749571': 6298.0, '30503246': 221.0, '30624898': 445.0, '32564122': 35.0, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 123.0, 'cluster_1757124350_1757124352': 60.0, 'cluster_1863241547_1863241548_1976170214': 173.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 410.0, 'gneJ207': 0, 'gneJ208': 33.0, 'gneJ210': 92.0, 'gneJ255': 8.0, 'gneJ257': 25.0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 0, '243749571': 0, '30503246': 0, '30624898': 0, '32564122': 0, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 0, '243749571': 0, '30503246': 0, '30624898': 0, '32564122': 0, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 0}, 
59850.0, {'1863241632': -11.0, '2330725114': 1.0, '243351999': 0, '243641585': -550.0, '243749571': 0, '30503246': -27.0, '30624898': -60.0, '32564122': 0, '89127267': -20.0, '89173763': -16.0, '89173808': -10.0, 'cluster_1427494838_273472399': -30.0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': -20.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 173.0, 'gneJ143': 60.0, 'gneJ207': -10.0, 'gneJ208': 0, 'gneJ210': -10.0, 'gneJ255': -10.0, 'gneJ257': -326.0}, {'1863241632': 2, '2330725114': 1, '243351999': 0, '243641585': 23, '243749571': 0, '30503246': 1, '30624898': 7, '32564122': 0, '89127267': 2, '89173763': 1, '89173808': 1, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 2, 'gneJ207': 2, 'gneJ208': 0, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 15}, {'1863241632': 2, '2330725114': 1, '243351999': 0, '243641585': 55, '243749571': 0, '30503246': 3, '30624898': 19, '32564122': 0, '89127267': 4, '89173763': 3, '89173808': 1, 'cluster_1427494838_273472399': 3, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 4, 'gneJ207': 2, 'gneJ208': 0, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 34}, 
59860.0, {'1863241632': -20.0, '2330725114': -10.0, '243351999': 0, '243641585': -550.0, '243749571': -14.0, '30503246': -30.0, '30624898': -205.0, '32564122': 0, '89127267': -40.0, '89173763': -49.0, '89173808': -10.0, 'cluster_1427494838_273472399': -30.0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 6.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -53.0, 'gneJ207': 1.0, 'gneJ208': 0, 'gneJ210': 13.0, 'gneJ255': -10.0, 'gneJ257': -386.0}, {'1863241632': 2, '2330725114': 1, '243351999': 0, '243641585': 23, '243749571': 2, '30503246': 1, '30624898': 9, '32564122': 0, '89127267': 2, '89173763': 3, '89173808': 1, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 3, 'gneJ207': 2, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 1, 'gneJ257': 19}, {'1863241632': 2, '2330725114': 1, '243351999': 0, '243641585': 55, '243749571': 3, '30503246': 3, '30624898': 24, '32564122': 0, '89127267': 4, '89173763': 7, '89173808': 1, 'cluster_1427494838_273472399': 3, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 7, 'gneJ207': 2, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 1, 'gneJ257': 43}, 
59870.0, {'1863241632': 31.0, '2330725114': -14.0, '243351999': 0, '243641585': -550.0, '243749571': -30.0, '30503246': 169.0, '30624898': -283.0, '32564122': 0, '89127267': 57.0, '89173763': -84.0, '89173808': 23.0, 'cluster_1427494838_273472399': -30.0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 46.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -100.0, 'gneJ207': -58.0, 'gneJ208': 0, 'gneJ210': -2.0, 'gneJ255': -10.0, 'gneJ257': -470.0}, {'1863241632': 0, '2330725114': 1, '243351999': 0, '243641585': 23, '243749571': 4, '30503246': 1, '30624898': 10, '32564122': 0, '89127267': 1, '89173763': 5, '89173808': 0, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 4, 'gneJ207': 6, 'gneJ208': 0, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 21}, {'1863241632': 0, '2330725114': 2, '243351999': 0, '243641585': 55, '243749571': 5, '30503246': 1, '30624898': 31, '32564122': 0, '89127267': 1, '89173763': 10, '89173808': 0, 'cluster_1427494838_273472399': 3, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 12, 'gneJ207': 10, 'gneJ208': 0, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 50}, 
59880.0, {'1863241632': -2.0, '2330725114': 31.0, '243351999': 0, '243641585': -550.0, '243749571': -59.0, '30503246': -13.0, '30624898': -101.0, '32564122': 0, '89127267': -23.0, '89173763': -5.0, '89173808': 0, 'cluster_1427494838_273472399': -36.0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': -8.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 181.0, 'gneJ207': 35.0, 'gneJ208': -3.0, 'gneJ210': 2.0, 'gneJ255': 48.0, 'gneJ257': -509.0}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 23, '243749571': 4, '30503246': 1, '30624898': 12, '32564122': 0, '89127267': 2, '89173763': 6, '89173808': 0, 'cluster_1427494838_273472399': 3, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 3, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 22}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 55, '243749571': 6, '30503246': 2, '30624898': 30, '32564122': 0, '89127267': 5, '89173763': 9, '89173808': 0, 'cluster_1427494838_273472399': 4, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 4, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 52}, 
59890.0, {'1863241632': 2.0, '2330725114': -13.0, '243351999': 0, '243641585': -550.0, '243749571': -19.0, '30503246': -12.0, '30624898': -57.0, '32564122': -8.0, '89127267': -62.0, '89173763': -98.0, '89173808': -9.0, 'cluster_1427494838_273472399': 311.0, 'cluster_1757124350_1757124352': -3.0, 'cluster_1863241547_1863241548_1976170214': -25.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 16.0, 'gneJ207': -28.0, 'gneJ208': -10.0, 'gneJ210': -14.0, 'gneJ255': 0, 'gneJ257': -175.0}, {'1863241632': 0, '2330725114': 2, '243351999': 0, '243641585': 23, '243749571': 4, '30503246': 1, '30624898': 11, '32564122': 1, '89127267': 2, '89173763': 6, '89173808': 1, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 6, 'gneJ208': 1, 'gneJ210': 2, 'gneJ255': 0, 'gneJ257': 23}, {'1863241632': 0, '2330725114': 2, '243351999': 0, '243641585': 55, '243749571': 4, '30503246': 3, '30624898': 32, '32564122': 1, '89127267': 7, '89173763': 10, '89173808': 1, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 2, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 6, 'gneJ208': 1, 'gneJ210': 3, 'gneJ255': 0, 'gneJ257': 53}, 
59900.0, {'1863241632': 0, '2330725114': 13.0, '243351999': 0, '243641585': -550.0, '243749571': -40.0, '30503246': -30.0, '30624898': -71.0, '32564122': 8.0, '89127267': 23.0, '89173763': -100.0, '89173808': -10.0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': -59.0, 'cluster_1863241547_1863241548_1976170214': -30.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 15.0, 'gneJ208': 13.0, 'gneJ210': -51.0, 'gneJ255': 0, 'gneJ257': -556.0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 23, '243749571': 4, '30503246': 1, '30624898': 10, '32564122': 0, '89127267': 2, '89173763': 6, '89173808': 1, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 4, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 3, 'gneJ208': 0, 'gneJ210': 3, 'gneJ255': 0, 'gneJ257': 26}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 55, '243749571': 4, '30503246': 3, '30624898': 28, '32564122': 0, '89127267': 3, '89173763': 10, '89173808': 1, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 7, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 3, 'gneJ208': 0, 'gneJ210': 6, 'gneJ255': 0, 'gneJ257': 58}, 
59910.0, {'1863241632': 0, '2330725114': -6.0, '243351999': -1.0, '243641585': -550.0, '243749571': -46.0, '30503246': -6.0, '30624898': -114.0, '32564122': 0, '89127267': 43.0, '89173763': -127.0, '89173808': -10.0, 'cluster_1427494838_273472399': -16.0, 'cluster_1757124350_1757124352': 43.0, 'cluster_1863241547_1863241548_1976170214': -41.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -5.0, 'gneJ143': 0, 'gneJ207': 34.0, 'gneJ208': -13.0, 'gneJ210': -73.0, 'gneJ255': 0, 'gneJ257': -590.0}, {'1863241632': 0, '2330725114': 1, '243351999': 1, '243641585': 23, '243749571': 5, '30503246': 1, '30624898': 10, '32564122': 0, '89127267': 2, '89173763': 7, '89173808': 1, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 4, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 0, 'gneJ207': 1, 'gneJ208': 2, 'gneJ210': 4, 'gneJ255': 0, 'gneJ257': 27}, {'1863241632': 0, '2330725114': 1, '243351999': 1, '243641585': 55, '243749571': 5, '30503246': 2, '30624898': 28, '32564122': 0, '89127267': 4, '89173763': 14, '89173808': 1, 'cluster_1427494838_273472399': 3, 'cluster_1757124350_1757124352': 2, 'cluster_1863241547_1863241548_1976170214': 6, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 0, 'gneJ207': 1, 'gneJ208': 3, 'gneJ210': 8, 'gneJ255': 0, 'gneJ257': 59}, 
59920.0, {'1863241632': -5.0, '2330725114': 6.0, '243351999': 1.0, '243641585': -550.0, '243749571': -52.0, '30503246': -25.0, '30624898': -217.0, '32564122': -1.0, '89127267': -40.0, '89173763': -89.0, '89173808': -25.0, 'cluster_1427494838_273472399': 15.0, 'cluster_1757124350_1757124352': -25.0, 'cluster_1863241547_1863241548_1976170214': -10.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 5.0, 'gneJ143': 0, 'gneJ207': 11.0, 'gneJ208': -30.0, 'gneJ210': -80.0, 'gneJ255': 0, 'gneJ257': -590.0}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 23, '243749571': 5, '30503246': 1, '30624898': 10, '32564122': 1, '89127267': 2, '89173763': 7, '89173808': 2, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 3, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 2, 'gneJ210': 4, 'gneJ255': 0, 'gneJ257': 27}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 55, '243749571': 6, '30503246': 3, '30624898': 30, '32564122': 1, '89127267': 4, '89173763': 11, '89173808': 3, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 5, 'cluster_1863241547_1863241548_1976170214': 5, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 3, 'gneJ210': 8, 'gneJ255': 0, 'gneJ257': 59}, 
59930.0, {'1863241632': 5.0, '2330725114': 0, '243351999': 0, '243641585': -550.0, '243749571': -80.0, '30503246': -15.0, '30624898': 29.0, '32564122': -16.0, '89127267': 62.0, '89173763': -62.0, '89173808': -30.0, 'cluster_1427494838_273472399': -15.0, 'cluster_1757124350_1757124352': -50.0, 'cluster_1863241547_1863241548_1976170214': 97.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': -8.0, 'gneJ210': -80.0, 'gneJ255': -8.0, 'gneJ257': -319.0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 23, '243749571': 5, '30503246': 1, '30624898': 10, '32564122': 1, '89127267': 0, '89173763': 7, '89173808': 2, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 3, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 2, 'gneJ210': 4, 'gneJ255': 1, 'gneJ257': 27}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 55, '243749571': 8, '30503246': 2, '30624898': 33, '32564122': 2, '89127267': 0, '89173763': 10, '89173808': 3, 'cluster_1427494838_273472399': 3, 'cluster_1757124350_1757124352': 5, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 2, 'gneJ210': 8, 'gneJ255': 1, 'gneJ257': 56}, 
59940.0, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': -550.0, '243749571': -86.0, '30503246': 98.0, '30624898': -260.0, '32564122': -31.0, '89127267': 0, '89173763': 402.0, '89173808': -4.0, 'cluster_1427494838_273472399': -37.0, 'cluster_1757124350_1757124352': -50.0, 'cluster_1863241547_1863241548_1976170214': -24.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': -2.0, 'gneJ208': -20.0, 'gneJ210': -86.0, 'gneJ255': -11.0, 'gneJ257': 79.0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 23, '243749571': 5, '30503246': 1, '30624898': 10, '32564122': 2, '89127267': 0, '89173763': 4, '89173808': 2, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 3, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 1, 'gneJ208': 2, 'gneJ210': 5, 'gneJ255': 1, 'gneJ257': 27}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 55, '243749571': 10, '30503246': 1, '30624898': 34, '32564122': 4, '89127267': 0, '89173763': 4, '89173808': 3, 'cluster_1427494838_273472399': 4, 'cluster_1757124350_1757124352': 5, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 1, 'gneJ208': 2, 'gneJ210': 10, 'gneJ255': 2, 'gneJ257': 53}, 
59950.0, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': -550.0, '243749571': 178.0, '30503246': -10.0, '30624898': -118.0, '32564122': 48.0, '89127267': 0, '89173763': -40.0, '89173808': -30.0, 'cluster_1427494838_273472399': 17.0, 'cluster_1757124350_1757124352': -50.0, 'cluster_1863241547_1863241548_1976170214': -11.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -23.0, 'gneJ207': -24.0, 'gneJ208': -31.0, 'gneJ210': -120.0, 'gneJ255': 13.0, 'gneJ257': -530.0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 23, '243749571': 3, '30503246': 1, '30624898': 10, '32564122': 0, '89127267': 0, '89173763': 4, '89173808': 2, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 3, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 2, 'gneJ207': 2, 'gneJ208': 5, 'gneJ210': 7, 'gneJ255': 1, 'gneJ257': 27}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 55, '243749571': 7, '30503246': 1, '30624898': 34, '32564122': 0, '89127267': 0, '89173763': 4, '89173808': 3, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 5, 'cluster_1863241547_1863241548_1976170214': 5, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 5, 'gneJ207': 4, 'gneJ208': 5, 'gneJ210': 13, 'gneJ255': 1, 'gneJ257': 53}, 
59960.0, {'1863241632': -7.0, '2330725114': 0, '243351999': 0, '243641585': -550.0, '243749571': -75.0, '30503246': 10.0, '30624898': 36.0, '32564122': 0, '89127267': -6.0, '89173763': -81.0, '89173808': -43.0, 'cluster_1427494838_273472399': -23.0, 'cluster_1757124350_1757124352': 194.0, 'cluster_1863241547_1863241548_1976170214': -17.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -45.0, 'gneJ207': -72.0, 'gneJ208': 96.0, 'gneJ210': -138.0, 'gneJ255': -11.0, 'gneJ257': -530.0}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 23, '243749571': 4, '30503246': 1, '30624898': 11, '32564122': 0, '89127267': 1, '89173763': 7, '89173808': 2, 'cluster_1427494838_273472399': 3, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 5, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 3, 'gneJ207': 4, 'gneJ208': 1, 'gneJ210': 7, 'gneJ255': 1, 'gneJ257': 26}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 55, '243749571': 8, '30503246': 2, '30624898': 31, '32564122': 0, '89127267': 1, '89173763': 10, '89173808': 6, 'cluster_1427494838_273472399': 3, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 5, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 6, 'gneJ207': 9, 'gneJ208': 1, 'gneJ210': 14, 'gneJ255': 2, 'gneJ257': 53}, 
59970.0, {'1863241632': 7.0, '2330725114': 0, '243351999': 0, '243641585': -550.0, '243749571': -93.0, '30503246': 0.0, '30624898': 113.0, '32564122': 0, '89127267': 6.0, '89173763': -118.0, '89173808': 116.0, 'cluster_1427494838_273472399': 36.0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': -66.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 68.0, 'gneJ207': -90.0, 'gneJ208': -10.0, 'gneJ210': 181.0, 'gneJ255': -23.0, 'gneJ257': -530.0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 23, '243749571': 4, '30503246': 1, '30624898': 10, '32564122': 0, '89127267': 0, '89173763': 8, '89173808': 3, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 6, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 4, 'gneJ208': 1, 'gneJ210': 5, 'gneJ255': 2, 'gneJ257': 26}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 55, '243749571': 10, '30503246': 1, '30624898': 30, '32564122': 0, '89127267': 0, '89173763': 12, '89173808': 4, 'cluster_1427494838_273472399': 5, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 7, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 9, 'gneJ208': 1, 'gneJ210': 12, 'gneJ255': 3, 'gneJ257': 53}, 
