57610.0, {'1863241632': 8.0, '2330725114': 73.0, '243351999': 19.0, '243641585': 473.0, '243749571': 995.0, '30503246': 80.0, '30624898': 1214.0, '32564122': 0, '89127267': 0, '89173763': 139.0, '89173808': 0, 'cluster_1427494838_273472399': 20.0, 'cluster_1757124350_1757124352': 58.0, 'cluster_1863241547_1863241548_1976170214': 3255.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 95.0, 'gneJ143': 0, 'gneJ207': 53.0, 'gneJ208': 0, 'gneJ210': 33.0, 'gneJ255': 223.0, 'gneJ257': 628.0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 0, '243749571': 0, '30503246': 0, '30624898': 0, '32564122': 0, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 0, '243749571': 0, '30503246': 0, '30624898': 0, '32564122': 0, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 0}, 
59760.0, {'1863241632': -11.0, '2330725114': -19.0, '243351999': -19.0, '243641585': -242.0, '243749571': -120.0, '30503246': -32.0, '30624898': -10.0, '32564122': -26.0, '89127267': -1.0, '89173763': 514.0, '89173808': -61.0, 'cluster_1427494838_273472399': -10.0, 'cluster_1757124350_1757124352': -128.0, 'cluster_1863241547_1863241548_1976170214': -63.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -6.0, 'gneJ143': 0, 'gneJ207': -27.0, 'gneJ208': -67.0, 'gneJ210': -40.0, 'gneJ255': -6.0, 'gneJ257': 267.0}, {'1863241632': 2, '2330725114': 3, '243351999': 2, '243641585': 19, '243749571': 8, '30503246': 2, '30624898': 2, '32564122': 2, '89127267': 1, '89173763': 7, '89173808': 6, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 8, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 0, 'gneJ207': 2, 'gneJ208': 5, 'gneJ210': 2, 'gneJ255': 1, 'gneJ257': 3}, {'1863241632': 2, '2330725114': 4, '243351999': 2, '243641585': 25, '243749571': 12, '30503246': 4, '30624898': 3, '32564122': 4, '89127267': 1, '89173763': 9, '89173808': 7, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 14, 'cluster_1863241547_1863241548_1976170214': 8, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 0, 'gneJ207': 3, 'gneJ208': 7, 'gneJ210': 5, 'gneJ255': 1, 'gneJ257': 7}, 
59770.0, {'1863241632': -20.0, '2330725114': -67.0, '243351999': 20.0, '243641585': -268.0, '243749571': -143.0, '30503246': -13.0, '30624898': 10.0, '32564122': 24.0, '89127267': -10.0, '89173763': -90.0, '89173808': -70.0, 'cluster_1427494838_273472399': -10.0, 'cluster_1757124350_1757124352': -158.0, 'cluster_1863241547_1863241548_1976170214': -45.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 6.0, 'gneJ143': -4.0, 'gneJ207': -5.0, 'gneJ208': -70.0, 'gneJ210': -15.0, 'gneJ255': -21.0, 'gneJ257': 200.0}, {'1863241632': 2, '2330725114': 8, '243351999': 0, '243641585': 19, '243749571': 8, '30503246': 2, '30624898': 0, '32564122': 1, '89127267': 1, '89173763': 7, '89173808': 6, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 8, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 3, 'gneJ208': 5, 'gneJ210': 3, 'gneJ255': 1, 'gneJ257': 4}, {'1863241632': 2, '2330725114': 9, '243351999': 0, '243641585': 27, '243749571': 15, '30503246': 4, '30624898': 0, '32564122': 1, '89127267': 1, '89173763': 9, '89173808': 7, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 16, 'cluster_1863241547_1863241548_1976170214': 6, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 3, 'gneJ208': 7, 'gneJ210': 5, 'gneJ255': 3, 'gneJ257': 6}, 
59780.0, {'1863241632': -20.0, '2330725114': -98.0, '243351999': 0, '243641585': 89.0, '243749571': 87.0, '30503246': -40.0, '30624898': -4.0, '32564122': -10.0, '89127267': -22.0, '89173763': -102.0, '89173808': -77.0, 'cluster_1427494838_273472399': 20.0, 'cluster_1757124350_1757124352': -160.0, 'cluster_1863241547_1863241548_1976170214': 131.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -2.0, 'gneJ143': -10.0, 'gneJ207': -33.0, 'gneJ208': -70.0, 'gneJ210': -50.0, 'gneJ255': -30.0, 'gneJ257': -73.0}, {'1863241632': 2, '2330725114': 9, '243351999': 0, '243641585': 19, '243749571': 8, '30503246': 2, '30624898': 1, '32564122': 1, '89127267': 1, '89173763': 9, '89173808': 6, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 8, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 1, 'gneJ207': 3, 'gneJ208': 5, 'gneJ210': 3, 'gneJ255': 1, 'gneJ257': 4}, {'1863241632': 2, '2330725114': 10, '243351999': 0, '243641585': 28, '243749571': 12, '30503246': 4, '30624898': 2, '32564122': 1, '89127267': 3, '89173763': 12, '89173808': 9, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 16, 'cluster_1863241547_1863241548_1976170214': 5, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 1, 'gneJ207': 4, 'gneJ208': 7, 'gneJ210': 5, 'gneJ255': 3, 'gneJ257': 9}, 
59790.0, {'1863241632': -27.0, '2330725114': 53.0, '243351999': -9.0, '243641585': -241.0, '243749571': -120.0, '30503246': -40.0, '30624898': 4.0, '32564122': -10.0, '89127267': 2.0, '89173763': 223.0, '89173808': -91.0, 'cluster_1427494838_273472399': -31.0, 'cluster_1757124350_1757124352': -160.0, 'cluster_1863241547_1863241548_1976170214': -61.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 2.0, 'gneJ143': 12.0, 'gneJ207': 80.0, 'gneJ208': 120.0, 'gneJ210': 69.0, 'gneJ255': -30.0, 'gneJ257': -83.0}, {'1863241632': 2, '2330725114': 6, '243351999': 2, '243641585': 19, '243749571': 8, '30503246': 2, '30624898': 0, '32564122': 1, '89127267': 1, '89173763': 9, '89173808': 7, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 8, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 0, 'gneJ208': 2, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 4}, {'1863241632': 3, '2330725114': 7, '243351999': 2, '243641585': 26, '243749571': 12, '30503246': 4, '30624898': 0, '32564122': 1, '89127267': 1, '89173763': 12, '89173808': 10, 'cluster_1427494838_273472399': 4, 'cluster_1757124350_1757124352': 16, 'cluster_1863241547_1863241548_1976170214': 7, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 0, 'gneJ208': 4, 'gneJ210': 2, 'gneJ255': 3, 'gneJ257': 10}, 
59800.0, {'1863241632': -13.0, '2330725114': -70.0, '243351999': -31.0, '243641585': -264.0, '243749571': 42.0, '30503246': -41.0, '30624898': -17.0, '32564122': 24.0, '89127267': -33.0, '89173763': -120.0, '89173808': -109.0, 'cluster_1427494838_273472399': -46.0, 'cluster_1757124350_1757124352': -160.0, 'cluster_1863241547_1863241548_1976170214': 162.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -15.0, 'gneJ143': -28.0, 'gneJ207': 0, 'gneJ208': 54.0, 'gneJ210': 42.0, 'gneJ255': 16.0, 'gneJ257': -99.0}, {'1863241632': 2, '2330725114': 6, '243351999': 4, '243641585': 19, '243749571': 8, '30503246': 2, '30624898': 3, '32564122': 0, '89127267': 2, '89173763': 9, '89173808': 8, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 8, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 2, 'gneJ143': 5, 'gneJ207': 0, 'gneJ208': 4, 'gneJ210': 0, 'gneJ255': 1, 'gneJ257': 4}, {'1863241632': 2, '2330725114': 7, '243351999': 4, '243641585': 27, '243749571': 9, '30503246': 5, '30624898': 4, '32564122': 0, '89127267': 5, '89173763': 12, '89173808': 11, 'cluster_1427494838_273472399': 5, 'cluster_1757124350_1757124352': 16, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 2, 'gneJ143': 5, 'gneJ207': 0, 'gneJ208': 4, 'gneJ210': 0, 'gneJ255': 2, 'gneJ257': 12}, 
59810.0, {'1863241632': 91.0, '2330725114': 71.0, '243351999': 40.0, '243641585': -279.0, '243749571': -58.0, '30503246': 195.0, '30624898': 5.0, '32564122': 0, '89127267': 13.0, '89173763': 53.0, '89173808': -110.0, 'cluster_1427494838_273472399': -59.0, 'cluster_1757124350_1757124352': -163.0, 'cluster_1863241547_1863241548_1976170214': 19.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 15.0, 'gneJ143': -56.0, 'gneJ207': -5.0, 'gneJ208': -48.0, 'gneJ210': -21.0, 'gneJ255': -29.0, 'gneJ257': 184.0}, {'1863241632': 0, '2330725114': 3, '243351999': 0, '243641585': 19, '243749571': 11, '30503246': 1, '30624898': 1, '32564122': 0, '89127267': 1, '89173763': 10, '89173808': 8, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 9, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 5, 'gneJ207': 1, 'gneJ208': 5, 'gneJ210': 2, 'gneJ255': 1, 'gneJ257': 6}, {'1863241632': 0, '2330725114': 4, '243351999': 0, '243641585': 31, '243749571': 11, '30503246': 1, '30624898': 1, '32564122': 0, '89127267': 1, '89173763': 10, '89173808': 11, 'cluster_1427494838_273472399': 7, 'cluster_1757124350_1757124352': 17, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 6, 'gneJ207': 1, 'gneJ208': 5, 'gneJ210': 3, 'gneJ255': 3, 'gneJ257': 8}, 
59820.0, {'1863241632': 0, '2330725114': 114.0, '243351999': -6.0, '243641585': -343.0, '243749571': -123.0, '30503246': -17.0, '30624898': -37.0, '32564122': 0, '89127267': -23.0, '89173763': 294.0, '89173808': 341.0, 'cluster_1427494838_273472399': -71.0, 'cluster_1757124350_1757124352': -180.0, 'cluster_1863241547_1863241548_1976170214': -13.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -44.0, 'gneJ207': 3.0, 'gneJ208': -50.0, 'gneJ210': -32.0, 'gneJ255': -31.0, 'gneJ257': -98.0}, {'1863241632': 0, '2330725114': 1, '243351999': 1, '243641585': 22, '243749571': 13, '30503246': 1, '30624898': 4, '32564122': 0, '89127267': 2, '89173763': 8, '89173808': 5, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 9, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 5, 'gneJ207': 1, 'gneJ208': 5, 'gneJ210': 2, 'gneJ255': 1, 'gneJ257': 6}, {'1863241632': 0, '2330725114': 1, '243351999': 1, '243641585': 36, '243749571': 13, '30503246': 2, '30624898': 7, '32564122': 0, '89127267': 4, '89173763': 12, '89173808': 5, 'cluster_1427494838_273472399': 8, 'cluster_1757124350_1757124352': 18, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 5, 'gneJ207': 1, 'gneJ208': 5, 'gneJ210': 4, 'gneJ255': 4, 'gneJ257': 13}, 
59830.0, {'1863241632': -6.0, '2330725114': 61.0, '243351999': -10.0, '243641585': 59.0, '243749571': -134.0, '30503246': -20.0, '30624898': -30.0, '32564122': 0, '89127267': 23.0, '89173763': -130.0, '89173808': -57.0, 'cluster_1427494838_273472399': 216.0, 'cluster_1757124350_1757124352': -186.0, 'cluster_1863241547_1863241548_1976170214': -22.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -50.0, 'gneJ207': 2.0, 'gneJ208': 180.0, 'gneJ210': -40.0, 'gneJ255': 0.0, 'gneJ257': -140.0}, {'1863241632': 1, '2330725114': 1, '243351999': 1, '243641585': 22, '243749571': 13, '30503246': 1, '30624898': 4, '32564122': 0, '89127267': 2, '89173763': 8, '89173808': 5, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 10, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 5, 'gneJ207': 0, 'gneJ208': 2, 'gneJ210': 2, 'gneJ255': 1, 'gneJ257': 6}, {'1863241632': 1, '2330725114': 1, '243351999': 1, '243641585': 31, '243749571': 14, '30503246': 2, '30624898': 5, '32564122': 0, '89127267': 4, '89173763': 13, '89173808': 6, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 19, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 5, 'gneJ207': 0, 'gneJ208': 2, 'gneJ210': 4, 'gneJ255': 2, 'gneJ257': 14}, 
59840.0, {'1863241632': -10.0, '2330725114': -36.0, '243351999': -10.0, '243641585': -128.0, '243749571': -148.0, '30503246': -20.0, '30624898': -77.0, '32564122': 0, '89127267': -40.0, '89173763': -107.0, '89173808': -74.0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 597.0, 'cluster_1863241547_1863241548_1976170214': 36.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -50.0, 'gneJ207': 0, 'gneJ208': -29.0, 'gneJ210': -51.0, 'gneJ255': 131.0, 'gneJ257': 67.0}, {'1863241632': 1, '2330725114': 5, '243351999': 1, '243641585': 22, '243749571': 13, '30503246': 1, '30624898': 6, '32564122': 0, '89127267': 2, '89173763': 10, '89173808': 7, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 7, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 5, 'gneJ207': 0, 'gneJ208': 4, 'gneJ210': 2, 'gneJ255': 0, 'gneJ257': 6}, {'1863241632': 1, '2330725114': 6, '243351999': 1, '243641585': 30, '243749571': 17, '30503246': 2, '30624898': 13, '32564122': 0, '89127267': 4, '89173763': 14, '89173808': 8, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 13, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 5, 'gneJ207': 0, 'gneJ208': 5, 'gneJ210': 8, 'gneJ255': 0, 'gneJ257': 11}, 
59850.0, {'1863241632': -10.0, '2330725114': 6.0, '243351999': -10.0, '243641585': -310.0, '243749571': -130.0, '30503246': 17.0, '30624898': -151.0, '32564122': 0, '89127267': -40.0, '89173763': -44.0, '89173808': 291.0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 894.0, 'cluster_1863241547_1863241548_1976170214': -7.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -6.0, 'gneJ143': -11.0, 'gneJ207': 0, 'gneJ208': 63.0, 'gneJ210': 81.0, 'gneJ255': -3.0, 'gneJ257': 114.0}, {'1863241632': 1, '2330725114': 3, '243351999': 1, '243641585': 22, '243749571': 16, '30503246': 1, '30624898': 8, '32564122': 0, '89127267': 2, '89173763': 11, '89173808': 4, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 3, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 4, 'gneJ207': 0, 'gneJ208': 2, 'gneJ210': 2, 'gneJ255': 1, 'gneJ257': 3}, {'1863241632': 1, '2330725114': 3, '243351999': 1, '243641585': 31, '243749571': 16, '30503246': 1, '30624898': 17, '32564122': 0, '89127267': 4, '89173763': 13, '89173808': 4, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 4, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 2, 'gneJ143': 7, 'gneJ207': 0, 'gneJ208': 2, 'gneJ210': 4, 'gneJ255': 1, 'gneJ257': 6}, 
59860.0, {'1863241632': -10.0, '2330725114': 31.0, '243351999': 36.0, '243641585': 334.0, '243749571': 213.0, '30503246': 51.0, '30624898': -27.0, '32564122': 0, '89127267': -40.0, '89173763': -119.0, '89173808': 154.0, 'cluster_1427494838_273472399': -12.0, 'cluster_1757124350_1757124352': 191.0, 'cluster_1863241547_1863241548_1976170214': 0.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -20.0, 'gneJ143': -8.0, 'gneJ207': 0, 'gneJ208': -45.0, 'gneJ210': -48.0, 'gneJ255': 3.0, 'gneJ257': -51.0}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 19, '243749571': 13, '30503246': 0, '30624898': 8, '32564122': 0, '89127267': 2, '89173763': 14, '89173808': 0, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 5, 'gneJ207': 0, 'gneJ208': 3, 'gneJ210': 3, 'gneJ255': 0, 'gneJ257': 4}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 30, '243749571': 18, '30503246': 0, '30624898': 14, '32564122': 0, '89127267': 4, '89173763': 16, '89173808': 0, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 2, 'gneJ143': 9, 'gneJ207': 0, 'gneJ208': 5, 'gneJ210': 5, 'gneJ255': 0, 'gneJ257': 7}, 
59870.0, {'1863241632': -10.0, '2330725114': -4.0, '243351999': 0, '243641585': 584.0, '243749571': -143.0, '30503246': 0, '30624898': -86.0, '32564122': -3.0, '89127267': 171.0, '89173763': -174.0, '89173808': -13.0, 'cluster_1427494838_273472399': 12.0, 'cluster_1757124350_1757124352': -10.0, 'cluster_1863241547_1863241548_1976170214': -25.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 26.0, 'gneJ143': -97.0, 'gneJ207': -6.0, 'gneJ208': -67.0, 'gneJ210': 91.0, 'gneJ255': 0, 'gneJ257': 25.0}, {'1863241632': 1, '2330725114': 1, '243351999': 0, '243641585': 15, '243749571': 15, '30503246': 0, '30624898': 8, '32564122': 1, '89127267': 0, '89173763': 15, '89173808': 3, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 5, 'gneJ207': 1, 'gneJ208': 4, 'gneJ210': 1, 'gneJ255': 0, 'gneJ257': 6}, {'1863241632': 1, '2330725114': 1, '243351999': 0, '243641585': 21, '243749571': 19, '30503246': 0, '30624898': 13, '32564122': 1, '89127267': 0, '89173763': 18, '89173808': 3, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 11, 'gneJ207': 1, 'gneJ208': 8, 'gneJ210': 2, 'gneJ255': 0, 'gneJ257': 6}, 
59880.0, {'1863241632': 46.0, '2330725114': 4.0, '243351999': 0, '243641585': 150.0, '243749571': -186.0, '30503246': 0, '30624898': 46.0, '32564122': 0.0, '89127267': -12.0, '89173763': -189.0, '89173808': 13.0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 16.0, 'cluster_1863241547_1863241548_1976170214': -47.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 51.0, 'gneJ207': -10.0, 'gneJ208': -80.0, 'gneJ210': -8.0, 'gneJ255': -4.0, 'gneJ257': 167.0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 14, '243749571': 15, '30503246': 0, '30624898': 5, '32564122': 1, '89127267': 1, '89173763': 15, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 3, 'gneJ207': 1, 'gneJ208': 4, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 3}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 17, '243749571': 20, '30503246': 0, '30624898': 9, '32564122': 1, '89127267': 2, '89173763': 19, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 7, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 11, 'gneJ207': 1, 'gneJ208': 8, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 7}, 
